ID_Mandragore;X;Y;WIDTH;HEIGHT;COORD IIIF;URL IIIF;Image Gallica;ARK Mandragore;ID MSS;ID part;Folio;Lég corrigé;Rubrique;Inscriptions;Notes;Part;NomUs corrigé;AutT corrigé;Dt;Dt corrigé;DtP;DtP corrigé;Art corrigé;Origine corrigé;Loc corrigé;Division;Libelle;CoteN;CoteNb;CoteA;Volume;CoteAd
51249;334;2518;1997;1057;334,2518,1997,1057;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f61/334,2518,1997,1057/full/0/native.jpg;61;ark:/12148/cgfbt51249c;1314;1909;28;Éros maître des hommes et des dieux;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51250;658;1575;1789;1070;658,1575,1789,1070;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f62/658,1575,1789,1070/full/0/native.jpg;62;ark:/12148/cgfbt51250k;1314;1909;28v;Éros maître des animaux;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51251;611;1151;1833;651;611,1151,1833,651;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f64/611,1151,1833,651/full/0/native.jpg;64;ark:/12148/cgfbt51251x;1314;1909;29v;Faune : oryx combattant;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51252;558;538;1764;658;558,538,1764,658;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f65/558,538,1764,658/full/0/native.jpg;65;ark:/12148/cgfbt512528;1314;1909;30;Chasse au lion;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51253;588;2736;1814;603;588,2736,1814,603;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f65/588,2736,1814,603/full/0/native.jpg;65;ark:/12148/cgfbt51253m;1314;1909;30;Faune : éléphant;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51254;645;1316;1830;635;645,1316,1830,635;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f66/645,1316,1830,635/full/0/native.jpg;66;ark:/12148/cgfbt51254z;1314;1909;30v;Ivoirier;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51255;619;1318;1699;476;619,1318,1699,476;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f67/619,1318,1699,476/full/0/native.jpg;67;ark:/12148/cgfbt512559;1314;1909;31;Faune : éléphant déracinant un arbre;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51256;627;1088;1770;657;627,1088,1770,657;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f69/627,1088,1770,657/full/0/native.jpg;69;ark:/12148/cgfbt51256n;1314;1909;32;Faune: animaux guettant des coqs et des poules;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51257;627;2869;1841;456;627,2869,1841,456;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f69/627,2869,1841,456/full/0/native.jpg;69;ark:/12148/cgfbt512570;1314;1909;32;Faune: écureuil et paon;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51258;696;1221;1746;641;696,1221,1746,641;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f70/696,1221,1746,641/full/0/native.jpg;70;ark:/12148/cgfbt51258b;1314;1909;32v;Faune : hérisson;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51259;651;2679;1852;636;651,2679,1852,636;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f70/651,2679,1852,636/full/0/native.jpg;70;ark:/12148/cgfbt51259p;1314;1909;32v;Faune : singe;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51260;616;1515;1792;843;616,1515,1792,843;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f71/616,1515,1792,843/full/0/native.jpg;71;ark:/12148/cgfbt51260w;1314;1909;33;Harpyes tourmentant Phinée;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51261;670;640;1845;785;670,640,1845,785;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f72/670,640,1845,785/full/0/native.jpg;72;ark:/12148/cgfbt512617;1314;1909;33v;Harpyes fuyant Zétès et Calaïs;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51262;659;609;1710;508;659,609,1710,508;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f73/659,609,1710,508/full/0/native.jpg;73;ark:/12148/cgfbt51262k;1314;1909;34;Rhéa confiant Zeus aux Curètes;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51263;659;1750;1720;498;659,1750,1720,498;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f73/659,1750,1720,498/full/0/native.jpg;73;ark:/12148/cgfbt51263x;1314;1909;34;Rhéa dans son char;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51264;699;1117;1725;538;699,1117,1725,538;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f74/699,1117,1725,538/full/0/native.jpg;74;ark:/12148/cgfbt512648;1314;1909;34v;Faune : lions d'Arabie;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51265;674;2701;1741;548;674,2701,1741,548;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f74/674,2701,1741,548/full/0/native.jpg;74;ark:/12148/cgfbt51265m;1314;1909;34v;Faune : lions de Libye;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51266;633;1646;1746;534;633,1646,1746,534;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f75/633,1646,1746,534/full/0/native.jpg;75;ark:/12148/cgfbt51266z;1314;1909;35;Faune : lions d'Éthiopie;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51267;743;728;1710;476;743,728,1710,476;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f76/743,728,1710,476/full/0/native.jpg;76;ark:/12148/cgfbt512679;1314;1909;35v;Faune : lion défendant sa famille;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51268;601;596;1752;661;601,596,1752,661;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f77/601,596,1752,661/full/0/native.jpg;77;ark:/12148/cgfbt51268n;1314;1909;36;Faune : panthère;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51269;581;2709;1828;371;581,2709,1828,371;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f77/581,2709,1828,371/full/0/native.jpg;77;ark:/12148/cgfbt512690;1314;1909;36;Faune : lynx chassant;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51270;707;1468;1742;672;707,1468,1742,672;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f78/707,1468,1742,672/full/0/native.jpg;78;ark:/12148/cgfbt512706;1314;1909;36v;Hommes fuyant une maison en flammes;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51271;632;577;1726;552;632,577,1726,552;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f79/632,577,1726,552/full/0/native.jpg;79;ark:/12148/cgfbt51271j;1314;1909;37;Faune: animaux et leurs petits;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51272;627;2363;1751;711;627,2363,1751,711;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f79/627,2363,1751,711/full/0/native.jpg;79;ark:/12148/cgfbt51272w;1314;1909;37;Faune: poule et ses petits;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51273;637;1451;1812;964;637,1451,1812,964;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f80/637,1451,1812,964/full/0/native.jpg;80;ark:/12148/cgfbt512737;1314;1909;37v;Chasseurs emportant des petits;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51274;590;565;1902;585;590,565,1902,585;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f81/590,565,1902,585/full/0/native.jpg;81;ark:/12148/cgfbt51274k;1314;1909;38;Chasse à l'ours;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51275;580;1902;1771;555;580,1902,1771,555;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f81/580,1902,1771,555/full/0/native.jpg;81;ark:/12148/cgfbt51275x;1314;1909;38;Faune : ours;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51276;739;1320;1747;566;739,1320,1747,566;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f82/739,1320,1747,566/full/0/native.jpg;82;ark:/12148/cgfbt512768;1314;1909;38v;Faune: ourse et ses petits;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51277;607;561;1760;556;607,561,1760,556;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f83/607,561,1760,556/full/0/native.jpg;83;ark:/12148/cgfbt51277m;1314;1909;39;Faune : ours dans sa tanière;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51278;622;2668;1734;536;622,2668,1734,536;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f83/622,2668,1734,536/full/0/native.jpg;83;ark:/12148/cgfbt51278z;1314;1909;39;Faune : onagre;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51279;703;2401;864;588;703,2401,864,588;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f84/703,2401,864,588/full/0/native.jpg;84;ark:/12148/cgfbt512799;1314;1909;39v;Faune : onagre;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51280;1612;2381;839;608;1612,2381,839,608;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f84/1612,2381,839,608/full/0/native.jpg;84;ark:/12148/cgfbt51280h;1314;1909;39v;Enlèvement d'un enfant à sa mère;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51281;585;2268;1764;560;585,2268,1764,560;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f85/585,2268,1764,560/full/0/native.jpg;85;ark:/12148/cgfbt51281v;1314;1909;40;Faune : onagre enlevant un petit à sa mère;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51282;645;1558;358;570;645,1558,358,570;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f86/645,1558,358,570/full/0/native.jpg;86;ark:/12148/cgfbt512826;1314;1909;40v;Allégorie de la Jalousie;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51283;1018;1563;416;570;1018,1563,416,570;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f86/1018,1563,416,570/full/0/native.jpg;86;ark:/12148/cgfbt51283j;1314;1909;40v;Thésée prenant les objets-témoins cachés par son père;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51284;1396;1560;635;575;1396,1560,635,575;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f86/1396,1560,635,575/full/0/native.jpg;86;ark:/12148/cgfbt51284w;1314;1909;40v;Mort de Léarchos;-;+;sur le décalage des inscriptions et l'iconographie, voir weitzmann, greek mythology in byzantine art, 133-134;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51285;1933;1565;476;567;1933,1565,476,567;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f86/1933,1565,476,567/full/0/native.jpg;86;ark:/12148/cgfbt512857;1314;1909;40v;Thémisto tuant ses enfants;-;+;sur l'inscription fautive et l'iconographie, voir weitzmann, greek mythology in byzantine art, 134;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51286;661;2207;471;537;661,2207,471,537;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f86/661,2207,471,537/full/0/native.jpg;86;ark:/12148/cgfbt51286k;1314;1909;40v;Médée abusant les Péliades;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51287;1118;2202;552;552;1118,2202,552,552;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f86/1118,2202,552,552/full/0/native.jpg;86;ark:/12148/cgfbt51287x;1314;1909;40v;Mort de Pélias d'Iolcos;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51288;1731;2140;699;594;1731,2140,699,594;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f86/1731,2140,699,594/full/0/native.jpg;86;ark:/12148/cgfbt512888;1314;1909;40v;Vengeance de Médée;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51289;548;1334;1086;314;548,1334,1086,314;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f87/548,1334,1086,314/full/0/native.jpg;87;ark:/12148/cgfbt51289m;1314;1909;41;Faune : cheval sauvage;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51290;1550;1170;913;506;1550,1170,913,506;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f87/1550,1170,913,506/full/0/native.jpg;87;ark:/12148/cgfbt51290t;1314;1909;41;Éthiopiens capturant un cheval;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51291;672;931;1768;531;672,931,1768,531;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f88/672,931,1768,531/full/0/native.jpg;88;ark:/12148/cgfbt512915;1314;1909;41v;Faune : hyène attaquant un chien;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51292;715;2144;1740;616;715,2144,1740,616;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f88/715,2144,1740,616/full/0/native.jpg;88;ark:/12148/cgfbt51292h;1314;1909;41v;Homme écorchant un loup pour faire un tambour;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51293;631;1505;1752;423;631,1505,1752,423;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f89/631,1505,1752,423/full/0/native.jpg;89;ark:/12148/cgfbt51293v;1314;1909;42;Faune: hyène et loup;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51294;692;569;1745;602;692,569,1745,602;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f90/692,569,1745,602/full/0/native.jpg;90;ark:/12148/cgfbt512946;1314;1909;42v;Faune : loup emportant un bouc;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51295;669;2599;1759;820;669,2599,1759,820;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f90/669,2599,1759,820/full/0/native.jpg;90;ark:/12148/cgfbt51295j;1314;1909;42v;Faune : loup du Toros;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51296;573;1775;762;653;573,1775,762,653;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f91/573,1775,762,653/full/0/native.jpg;91;ark:/12148/cgfbt51296w;1314;1909;43;Faune : loup dévorant un lièvre;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51297;1387;1766;956;663;1387,1766,956,663;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f91/1387,1766,956,663/full/0/native.jpg;91;ark:/12148/cgfbt512977;1314;1909;43;Faune : loup couvrant une panthère;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51298;720;2003;1738;545;720,2003,1738,545;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f92/720,2003,1738,545/full/0/native.jpg;92;ark:/12148/cgfbt51298k;1314;1909;43v;Chasse au lion;-;-;ce passage du texte est consacré au tigre;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51299;607;2370;1096;564;607,2370,1096,564;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f93/607,2370,1096,564/full/0/native.jpg;93;ark:/12148/cgfbt51299x;1314;1909;44;Faune : sanglier;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51300;1726;2365;724;560;1726,2365,724,560;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f93/1726,2365,724,560/full/0/native.jpg;93;ark:/12148/cgfbt513009;1314;1909;44;Chasse au sanglier;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51301;635;2948;1744;451;635,2948,1744,451;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f93/635,2948,1744,451/full/0/native.jpg;93;ark:/12148/cgfbt51301n;1314;1909;44;Chasse au sanglier;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51302;721;1836;1731;588;721,1836,1731,588;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f94/721,1836,1731,588/full/0/native.jpg;94;ark:/12148/cgfbt513020;1314;1909;44v;Faune : porc-épic;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51303;513;2205;1981;475;513,2205,1981,475;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f95/513,2205,1981,475/full/0/native.jpg;95;ark:/12148/cgfbt51303b;1314;1909;45;Faune : mangouste pénétrant dans la gueule d'un crocodile;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51304;631;1790;1795;442;631,1790,1795,442;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f96/631,1790,1795,442/full/0/native.jpg;96;ark:/12148/cgfbt51304p;1314;1909;45v;Faune: aspic et mangouste combattant;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51305;657;815;708;525;657,815,708,525;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f97/657,815,708,525/full/0/native.jpg;97;ark:/12148/cgfbt513051;1314;1909;46;Chasse au renard;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51306;1365;815;1002;520;1365,815,1002,520;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f97/1365,815,1002,520/full/0/native.jpg;97;ark:/12148/cgfbt51306c;1314;1909;46;Faune : renard chassant;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51307;648;715;1799;669;648,715,1799,669;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f98/648,715,1799,669/full/0/native.jpg;98;ark:/12148/cgfbt51307q;1314;1909;46v;Faune : chameau;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51308;654;1041;1708;616;654,1041,1708,616;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f99/654,1041,1708,616/full/0/native.jpg;99;ark:/12148/cgfbt513082;1314;1909;47;Faune : autruche;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51309;734;976;1744;721;734,976,1744,721;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f100/734,976,1744,721/full/0/native.jpg;100;ark:/12148/cgfbt51309d;1314;1909;47v;Chasse au lièvre;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51310;747;1736;1770;564;747,1736,1770,564;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f100/747,1736,1770,564/full/0/native.jpg;100;ark:/12148/cgfbt51310m;1314;1909;47v;Chasse au lièvre;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51311;714;1344;1739;591;714,1344,1739,591;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f102/714,1344,1739,591/full/0/native.jpg;102;ark:/12148/cgfbt51311z;1314;1909;48v;Faune : animaux combattant;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51312;725;670;1858;957;725,670,1858,957;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f104/725,670,1858,957/full/0/native.jpg;104;ark:/12148/cgfbt513129;1314;1909;49v;Chasse;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51313;746;2402;1804;826;746,2402,1804,826;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f104/746,2402,1804,826/full/0/native.jpg;104;ark:/12148/cgfbt51313n;1314;1909;49v;Chasse au lion;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51314;600;2812;1723;608;600,2812,1723,608;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f105/600,2812,1723,608/full/0/native.jpg;105;ark:/12148/cgfbt513140;1314;1909;50;Chasse au lion;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51315;736;1279;1744;590;736,1279,1744,590;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f106/736,1279,1744,590/full/0/native.jpg;106;ark:/12148/cgfbt51315b;1314;1909;50v;Chasse au lion;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51316;745;2627;1740;654;745,2627,1740,654;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f106/745,2627,1740,654/full/0/native.jpg;106;ark:/12148/cgfbt51316p;1314;1909;50v;Chasse au lion;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51317;614;1741;1745;741;614,1741,1745,741;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f107/614,1741,1745,741/full/0/native.jpg;107;ark:/12148/cgfbt513171;1314;1909;51;Chasse au lion;-;-;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
51318;731;727;1755;1033;731,727,1755,1033;https://gallica.bnf.fr/iiif/ark:/12148/btv1b60005116/f108/731,727,1755,1033/full/0/native.jpg;108;ark:/12148/cgfbt51318c;1314;1909;51v;Pêche au lamparo;-;+;0;a;0;Oppien, Cynégétique;16;XVIe siècle;vers 1540-1550;Vers 1540-1550;0;Italie;Venise;Mss;Grec;2736;0;0;0;0
